"name","region","date","value","value_daily"
"cases","AB","2020-03-05",1,1
"cases","AB","2020-03-06",1,0
"cases","AB","2020-03-07",2,1
"cases","AB","2020-03-08",3,1
"cases","AB","2020-03-09",7,4
"cases","AB","2020-03-10",16,9
"cases","AB","2020-03-11",23,7
"cases","AB","2020-03-12",26,3
"cases","AB","2020-03-13",34,8
"cases","AB","2020-03-14",56,22
"cases","AB","2020-03-15",67,11
"cases","AB","2020-03-16",91,24
"cases","AB","2020-03-17",102,11
"cases","AB","2020-03-18",131,29
"cases","AB","2020-03-19",163,32
"cases","AB","2020-03-20",209,46
"cases","AB","2020-03-21",244,35
"cases","AB","2020-03-22",291,47
"cases","AB","2020-03-23",344,53
"cases","AB","2020-03-24",412,68
"cases","AB","2020-03-25",475,63
"cases","AB","2020-03-26",528,53
"cases","AB","2020-03-27",613,85
"cases","AB","2020-03-28",667,54
"cases","AB","2020-03-29",701,34
"cases","AB","2020-03-30",741,40
"cases","AB","2020-03-31",873,132
"cases","AB","2020-04-01",981,108
"cases","AB","2020-04-02",1103,122
"cases","AB","2020-04-03",1173,70
"cases","AB","2020-04-04",1233,60
"cases","AB","2020-04-05",1275,42
"cases","AB","2020-04-06",1309,34
"cases","AB","2020-04-07",1362,53
"cases","AB","2020-04-08",1395,33
"cases","AB","2020-04-09",1440,45
"cases","AB","2020-04-10",1489,49
"cases","AB","2020-04-11",1554,65
"cases","AB","2020-04-12",1622,68
"cases","AB","2020-04-13",1690,68
"cases","AB","2020-04-14",1817,127
"cases","AB","2020-04-15",1950,133
"cases","AB","2020-04-16",2096,146
"cases","AB","2020-04-17",2309,213
"cases","AB","2020-04-18",2496,187
"cases","AB","2020-04-19",2697,201
"cases","AB","2020-04-20",2880,183
"cases","AB","2020-04-21",3144,264
"cases","AB","2020-04-22",3438,294
"cases","AB","2020-04-23",3778,340
"cases","AB","2020-04-24",4010,232
"cases","AB","2020-04-25",4232,222
"cases","AB","2020-04-26",4435,203
"cases","AB","2020-04-27",4613,178
"cases","AB","2020-04-28",4862,249
"cases","AB","2020-04-29",5093,231
"cases","AB","2020-04-30",5315,222
"cases","AB","2020-05-01",5456,141
"cases","AB","2020-05-02",5568,112
"cases","AB","2020-05-03",5638,70
"cases","AB","2020-05-04",5717,79
"cases","AB","2020-05-05",5779,62
"cases","AB","2020-05-06",5844,65
"cases","AB","2020-05-07",5931,87
"cases","AB","2020-05-08",6008,77
"cases","AB","2020-05-09",6093,85
"cases","AB","2020-05-10",6164,71
"cases","AB","2020-05-11",6211,47
"cases","AB","2020-05-12",6281,70
"cases","AB","2020-05-13",6343,62
"cases","AB","2020-05-14",6404,61
"cases","AB","2020-05-15",6477,73
"cases","AB","2020-05-16",6531,54
"cases","AB","2020-05-17",6577,46
"cases","AB","2020-05-18",6615,38
"cases","AB","2020-05-19",6658,43
"cases","AB","2020-05-20",6685,27
"cases","AB","2020-05-21",6715,30
"cases","AB","2020-05-22",6742,27
"cases","AB","2020-05-23",6774,32
"cases","AB","2020-05-24",6803,29
"cases","AB","2020-05-25",6816,13
"cases","AB","2020-05-26",6835,19
"cases","AB","2020-05-27",6862,27
"cases","AB","2020-05-28",6890,28
"cases","AB","2020-05-29",6920,30
"cases","AB","2020-05-30",6940,20
"cases","AB","2020-05-31",6974,34
"cases","AB","2020-06-01",6995,21
"cases","AB","2020-06-02",7014,19
"cases","AB","2020-06-03",7032,18
"cases","AB","2020-06-04",7051,19
"cases","AB","2020-06-05",7088,37
"cases","AB","2020-06-06",7111,23
"cases","AB","2020-06-07",7144,33
"cases","AB","2020-06-08",7168,24
"cases","AB","2020-06-09",7206,38
"cases","AB","2020-06-10",7254,48
"cases","AB","2020-06-11",7297,43
"cases","AB","2020-06-12",7324,27
"cases","AB","2020-06-13",7359,35
"cases","AB","2020-06-14",7412,53
"cases","AB","2020-06-15",7448,36
"cases","AB","2020-06-16",7493,45
"cases","AB","2020-06-17",7539,46
"cases","AB","2020-06-18",7585,46
"cases","AB","2020-06-19",7632,47
"cases","AB","2020-06-20",7662,30
"cases","AB","2020-06-21",7695,33
"cases","AB","2020-06-22",7736,41
"cases","AB","2020-06-23",7781,45
"cases","AB","2020-06-24",7806,25
"cases","AB","2020-06-25",7842,36
"cases","AB","2020-06-26",7908,66
"cases","AB","2020-06-27",7945,37
"cases","AB","2020-06-28",8013,68
"cases","AB","2020-06-29",8057,44
"cases","AB","2020-06-30",8090,33
"cases","AB","2020-07-01",8154,64
"cases","AB","2020-07-02",8209,55
"cases","AB","2020-07-03",8239,30
"cases","AB","2020-07-04",8287,48
"cases","AB","2020-07-05",8335,48
"cases","AB","2020-07-06",8384,49
